Consultant.Name,Recruiter,CreatedDateTime,Organization.Name,Count,KeyTags
autojs Kozey,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-18T14:06:26.445Z,Rig Enterprise App Pvt. Ltd.,1,"[""ado.net sql server 2005"",""cascading style sheets"",""javascript iis 6.0"",""visual studio 2010"",""visual basic .net"",""stored procedures"",""expression blend"",""entity framework"",""crystal reports"",""design patterns"",""office 365 rest"",""asp.net mvc 4.0"",""sql server 2005"",""user interface"",""microsoft .net"",""asp.net mvc 4"",""core banking"",""web controls"",""unit testing"",""data caching"",""vb 6.0 excel"",""wcf services"",""web services"",""asp.net 2.0"",""apache solr"",""silverlight"",""data access"",""controllers"",""asp.net mvc"",""production"",""sql server"",""framework"",""windows 7"",""wcf mvvm"",""analysis"",""iis 5.0"",""iis 6.0"",""sorting"",""web api"",""windows"",""testing"",""ado.net"",""asp.net"",""spring"",""django"",""retail"",""excel"",""dhtml"",""html5"",""cart"",""json"",""vsto"",""mvvm"",""css3"",""http"",""lisa"",""xslt"",""html"",""safe"",""xsd"",""api"",""lld"",""crm"",""asp"",""vss"",""xsl"",""soa"",""wpf"",""mvc"",""sql"",""css"",""wcf"",""xml"",""vb"",""c#""]"
autojs Gerhold,"{""_id"":""596f1d6dd864c1146876a998""}",2017-07-19T08:59:24.367Z,Abrakadabra,1,"[""management"",""ibm websphere application server"",""human resources management"",""content management system"",""global asset management"",""microsoft visual studio"",""oracle weblogic server"",""crystal reports 8.5/9"",""ms sql 2005 platforms"",""ms access. platforms"",""weblogic workbench"",""ibm websphere ilog"",""sybase. platforms"",""java server faces"",""java web services"",""ibm websphere ide"",""macromedia flash"",""oracle soa suite"",""business objects"",""ms visual studio"",""javascript/ajax"",""java sun studio"",""weblogic portal"",""java com bridge"",""crystal reports"",""oracle spatial"",""gis java/j2ee"",""apache tomcat"",""bea weblogic"",""credit cards"",""mssql server"",""web services"",""jsp/servlets"",""oracle apps"",""google maps"",""ms sql 2005"",""lotus notes"",""remediation"",""open source"",""healthcare"",""xml oracle"",""oracle ebs"",""oracle soa"",""ca datacom"",""sybase ase"",""middleware"",""mainframes"",""sun studio"",""jdeveloper"",""mq series"",""websphere"",""jboss soa"",""jboss esb"",""control-m"",""core java"",""ms visual"",""platforms"",""hibernate"",""java/j2ee"",""informix"",""ide wsad"",""jbuilder"",""xcelsius"",""intranet"",""mule esb"",""java api"",""com/dcom"",""weblogic"",""fortran"",""db2 udb"",""windows"",""solaris"",""harvest"",""filenet"",""actuate"",""node.js"",""eclipse"",""toplink"",""struts2"",""ibm pc"",""as/400"",""ibm mq"",""jasper"",""jquery"",""tomcat"",""apache"",""oracle"",""pl/sql"",""rdbms"",""rad 7"",""agile"",""html5"",""linux"",""t-sql"",""jboss"",""maven"",""swing"",""pl/1"",""wsdl"",""wsad"",""suse"",""ilog"",""ejbs"",""ejb3"",""css3"",""unix"",""ampl"",""birt"",""toad"",""perl"",""jdbc"",""j2ee"",""gui"",""gis"",""rup"",""soa"",""mdb"",""sdk"",""jni"",""com"",""mvc"",""api"",""poc"",""jsp"",""aix"",""gwt"",""xml"",""etl"",""db2"",""asp"",""ide"",""jsf"",""jms"",""sql"",""java"",""i2"",""c#"",""c""]"
Eturi Sravanthi,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-19T13:27:03.412Z,Rig Enterprise App Pvt. Ltd.,1,[]
Ram Krishna,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-27T09:29:48.321Z,Rig Enterprise App Pvt. Ltd.,2,"[""onsite-offshore co-ordination"",""external definitions"",""causal analysis"",""sap master data"",""craftsmanship"",""system design"",""deliverables"",""sap srm 7.0"",""crossworlds"",""production"",""inventory"",""mq series"",""sap fico"",""ansi x12"",""analysis"",""sap r/3"",""edifact"",""vendors"",""payroll"",""sap crm"",""sap ecc"",""sap fs"",""sap bi"",""xi 3.0"",""oracle"",""sphere"",""sap xi"",""juris"",""fs-cd"",""lean"",""wsdl"",""ipad"",""java"",""unix"",""jdbc"",""sftp"",""abap"",""bdc"",""pgp"",""ras"",""as2"",""edi"",""ics"",""srm"",""crm"",""ecc"",""b2b"",""jms"",""sap"",""pr"",""qa""]"
Martin Gottlieb,"{""_id"":""5927f715d864c11868eedcf0""}",2017-07-19T16:33:44.876Z,Abrakadabra,1,"[""logical"",""organizational structure"",""master data management"",""research information"",""process engineering"",""information systems"",""trade management"",""global marketing"",""workstation"",""master data"",""documentum"",""management"",""oracle"",""erwin"",""cadd"",""flow"",""mega"",""fda"",""nmr"",""uml"",""hcp"",""gis""]"
ARPITHA H,"{""_id"":""5927f715d864c11868eedcf0""}",2017-07-19T16:43:18.173Z,Abrakadabra,1,"[""management"",""oracle primavera enterprise project portfolio management"",""oracle human capital management"",""project portfolio management"",""security operations center"",""teradata data warehouse"",""user behavior analytics"",""data access analytics"",""security information"",""data loss prevention"",""oracle primavera p6"",""internet explorer"",""event management"",""business objects"",""data warehouse"",""user behavior"",""trizetto qnxt"",""apache tomcat"",""ms sharepoint"",""web services"",""iis server"",""xml editor"",""windows xp"",""javascript"",""oracle hcm"",""ms project"",""jboss eap"",""ms office"",""primavera"",""waterfall"",""weblogic"",""servlets"",""pharmacy"",""ms visio"",""big data"",""c# .net"",""swagger"",""empower"",""eclipse"",""windows"",""oracle"",""struts"",""hadoop"",""hipaa"",""agile"",""ccms"",""perl"",""wsdl"",""sops"",""lync"",""raid"",""nist"",""birt"",""epic"",""qnxt"",""json"",""ajax"",""soap"",""j2ee"",""java"",""jira"",""html"",""soc"",""qsc"",""dlp"",""poc"",""roi"",""etl"",""css"",""xml"",""jsp"",""php"",""yui"",""erp""]"
Lakshmi Munnungi,"{""_id"":""5927f715d864c11868eedcf0""}",2017-07-19T16:44:34.138Z,Abrakadabra,1,"[""management"",""business objects web intelligence"",""webdynpro java development"",""configuration management"",""development environment"",""requirements gathering"",""ess/mss java webdynpro"",""onsite co-ordination"",""mdm java development"",""transport management"",""document management"",""rational clear case"",""mdm java components"",""application design"",""sap authorizations"",""content management"",""portal integration"",""use case analysis"",""actuate reporting"",""business packages"",""java development"",""business objects"",""oracle database"",""java components"",""excel workbooks"",""visual composer"",""user interface"",""java webdynpro"",""webdynpro java"",""webdynpro abap"",""documentation"",""dream weaver"",""unit testing"",""java servlet"",""lotus domino"",""broadcasting"",""code review"",""sales order"",""oracle jdbc"",""ms exchange"",""customizing"",""sap ess/mss"",""bug fixing"",""middleware"",""production"",""adobe flex"",""sap portal"",""ui design"",""ecommerce"",""transport"",""websphere"",""ms share"",""removing"",""sql 2005"",""sap fscm"",""intranet"",""mercury"",""testing"",""sap ess"",""srm 5.0"",""sap ppm"",""ess/mss"",""gateway"",""windows"",""sap ecc"",""sap bw"",""sap r3"",""spnego"",""sap bi"",""sap mm"",""oracle"",""jquery"",""struts"",""basic"",""iview"",""htmlb"",""safe"",""smtp"",""j2ee"",""ldap"",""trex"",""fscm"",""jira"",""abap"",""nwdi"",""nwds"",""jdbc"",""ajax"",""java"",""lld"",""jca"",""bsp"",""ssl"",""jco"",""erp"",""ecc"",""api"",""ppm"",""crm"",""srm"",""ess"",""sso"",""uml"",""xml"",""ejb"",""jsp"",""mdm"",""qa"",""sap""]"
,"{""_id"":""5927f715d864c11868eedcf0""}",2017-07-19T17:05:34.000Z,Abrakadabra,1,"[""microsoft sql server management"",""test driven development"",""continuous improvement"",""microsoft sql server"",""agile methodology"",""struts framework"",""web application"",""oracle pl/sql"",""spring batch"",""data access"",""market data"",""market risk"",""maintenance"",""management"",""sql server"",""hibernate"",""servlets"",""pl/sql"",""scrum"",""agile"",""junit"",""maven"",""html"",""ajax"",""jdbc"",""java"",""jdk"",""rss"",""css"",""jsp"",""svn"",""api"",""dao"",""sql"",""mvc"",""sax"",""xml"",""vb""]"
Mahendran Kannan,"{""_id"":""5927f715d864c11868eedcf0""}",2017-07-19T17:06:00.384Z,Abrakadabra,1,"[""quick test professional"",""user acceptance testing"",""functional testing"",""test director 7.6"",""asset management"",""java programming"",""sql server 2005"",""test procedures"",""purchase orders"",""quality center"",""test strategy"",""sql queries"",""subversion"",""sql server"",""archiving"",""workbench"",""licensing"",""workplace"",""databases"",""framework"",""training"",""selenium"",""asp.net"",""jenkins"",""firefox"",""windows"",""eclipse"",""testing"",""chrome"",""pl/sql"",""oracle"",""agile"",""soap"",""java"",""lss"",""ach"",""ie8"",""qtp"",""afe"",""svn"",""uat"",""xml"",""sql""]"
,"{""_id"":""5927f715d864c11868eedcf0""}",2017-07-19T17:06:33.430Z,Abrakadabra,1,"[""microsoft sql server management"",""test driven development"",""continuous improvement"",""microsoft sql server"",""agile methodology"",""struts framework"",""web application"",""oracle pl/sql"",""spring batch"",""data access"",""market data"",""market risk"",""maintenance"",""management"",""sql server"",""hibernate"",""servlets"",""pl/sql"",""scrum"",""agile"",""junit"",""maven"",""html"",""ajax"",""jdbc"",""java"",""jdk"",""rss"",""css"",""jsp"",""svn"",""api"",""dao"",""sql"",""mvc"",""sax"",""xml"",""vb""]"
,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-29T14:51:38.422Z,Rig Enterprise App Pvt. Ltd.,6,"[""automation testing"",""defect reporting"",""test automation"",""manual testing"",""test scenarios"",""frameworks"",""selenium"",""modular"",""testing"",""jenkins"",""agile"",""stlc""]"
,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-20T10:52:38.601Z,Rig Enterprise App Pvt. Ltd.,1,"[""microsoft enterprise library"",""user defined functions"",""team foundation server"",""collateral management"",""inventory management"",""session management"",""visual studio 2010"",""sql server 2008 r2"",""visual studio 2008"",""enterprise library"",""stored procedures"",""ms.net framework"",""windows services"",""entity framework"",""sql server 2005"",""wcf web service"",""decomposition"",""visual studio"",""asp.net mvc 4"",""wcf services"",""web services"",""order entry"",""asp.net mvc"",""management"",""mainframes"",""sql server"",""javascript"",""inventory"",""bootstrap"",""framework"",""kendo ui"",""tune sql"",""outlook"",""iis 6.0"",""testing"",""ado.net"",""windows"",""asp.net"",""ms-sql"",""oracle"",""jquery"",""vb.net"",""t-sql"",""html5"",""kendo"",""html"",""ssis"",""db2"",""sql"",""xml"",""css"",""mvc"",""wcf"",""qa"",""c#""]"
suresh Anumula,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-20T11:39:53.606Z,Rig Enterprise App Pvt. Ltd.,2,"[""microsoft enterprise library"",""user defined functions"",""team foundation server"",""collateral management"",""inventory management"",""session management"",""visual studio 2010"",""sql server 2008 r2"",""visual studio 2008"",""enterprise library"",""stored procedures"",""ms.net framework"",""windows services"",""entity framework"",""sql server 2005"",""wcf web service"",""decomposition"",""visual studio"",""asp.net mvc 4"",""wcf services"",""web services"",""order entry"",""asp.net mvc"",""management"",""mainframes"",""sql server"",""javascript"",""inventory"",""bootstrap"",""framework"",""kendo ui"",""tune sql"",""outlook"",""iis 6.0"",""testing"",""ado.net"",""windows"",""asp.net"",""ms-sql"",""oracle"",""jquery"",""vb.net"",""t-sql"",""html5"",""kendo"",""html"",""ssis"",""db2"",""sql"",""xml"",""css"",""mvc"",""wcf"",""qa"",""c#""]"
Ravi Teja,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-20T11:39:24.117Z,Rig Enterprise App Pvt. Ltd.,2,"[""enterprise integration replacement"",""master data synchronization"",""credit card processing"",""master data management"",""sap web application"",""smart metering"",""general ledger"",""meter reading"",""bex analyzer"",""weblogic jms"",""java mapping"",""master data"",""sap crm 7.0"",""replacement"",""qa testing"",""management"",""abap proxy"",""logistics"",""utilities"",""inventory"",""transport"",""sap basis"",""analysis"",""weblogic"",""sap is-u"",""sap nwdi"",""sap r/3"",""testing"",""billing"",""sap crm"",""sap ecc"",""planned"",""sap bpm"",""mercury"",""pi 7.1"",""oracle"",""module"",""sap xi"",""sap bw"",""rules"",""proxy"",""ping"",""http"",""nwdi"",""jdbc"",""soap"",""idoc"",""saml"",""java"",""abap"",""bps"",""ods"",""erp"",""pgp"",""as2"",""sdp"",""crm"",""ssl"",""poc"",""wtx"",""b2b"",""ecc"",""qtp"",""jms"",""edi"",""qa"",""sap""]"
Ajanta Rath,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-03T15:09:05.109Z,Rig Enterprise App Pvt. Ltd.,6,"[""management"",""service oriented architecture"",""user acceptance testing"",""cascading style sheets"",""enterprise java beans"",""rational clear case"",""java server faces"",""sequence diagrams"",""mvc architecture"",""junit framework"",""version control"",""user interface"",""apache tomcat"",""web services"",""eclipse sdk"",""spring core"",""eclipse ide"",""data access"",""clear case"",""subversion"",""framework"",""java/j2ee"",""hibernate"",""servlets"",""node.js"",""testing"",""ext js"",""jquery"",""pl/sql"",""oracle"",""tomcat"",""spring"",""struts"",""junit"",""log4j"",""xslt"",""soap"",""jaxp"",""i18n"",""ajax"",""j2ee"",""svn"",""orm"",""mvc"",""dom"",""xsl"",""jms"",""soa"",""ejb"",""jsf"",""css"",""jsp"",""dao"",""sql"",""xml"",""java""]"
,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-20T12:08:12.325Z,Rig Enterprise App Pvt. Ltd.,2,"[""management"",""business objects xi 3.1"",""web intelligence basic"",""sql stored procedures"",""crystal reports 2008"",""reports development"",""reporting solutions"",""information design"",""stored procedures"",""capacity planning"",""sap configuration"",""demand management"",""server management"",""web intelligence"",""business objects"",""detailed design"",""informatica 8.6"",""javascript j2ee"",""crystal reports"",""best practices"",""specifications"",""audit reports"",""redhat linux"",""diagnostic"",""universe"",""xcelsius"",""java sdk"",""solaris"",""tableau"",""retail"",""tomcat"",""sap bi"",""oracle"",""xi 3.1"",""basic"",""drill"",""bo xi"",""html"",""j2ee"",""java"",""row"",""aix"",""rdt"",""sql"",""ppm"",""etl"",""qc""]"
SUKUMAR AVINASH,"{""_id"":""5927dabcd864c11868eed6f0""}",2017-07-20T13:56:52.661Z,New Company,1,"[""management"",""risk management"",""rational"",""product information management"",""service oriented architecture"",""health insurance portability"",""requirements traceability"",""functional specification"",""supply chain management"",""service level agreement"",""functional requirements"",""user acceptance testing"",""credit risk management"",""requirements gathering"",""business requirements"",""traceability matrix"",""shipping logistics"",""high level design"",""sequence diagrams"",""data warehousing"",""microsoft visio"",""impact analysis"",""medicare part d"",""knowledge base"",""rational clear"",""accountability"",""specifications"",""customization"",""supply chain"",""consistency"",""tila respa"",""ms office"",""templates"",""shipping"",""ansi x12"",""analysis"",""windows"",""backlog"",""testing"",""icd-10"",""hp qc"",""visio"",""hipaa"",""icd 9"",""agile"",""sdlc"",""raps"",""bpmn"",""cots"",""bpa"",""pim"",""erp"",""uml"",""soa"",""esb"",""api"",""ids"",""aca"",""rfp"",""sql"",""icd"",""rtm"",""edi"",""brd"",""uat"",""jad"",""roi"",""qa""]"
Kumar Manimandiram,"{""_id"":""59253bf2d864c31bc0c1fe46"",""ModifiedDateTime"":{""$date"":""2017-06-29T10:30:27.888Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253bf2d864c31bc0c1fe46.png?v=20170804094809"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70897"",""Contact"":{""Name"":""vinu rec"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""vinurec@getnada.com"",""MobileNo"":""+16416464114"",""FirstName"":""vinu"",""LastName"":""rec"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-03T10:30:56.724Z,Abrakadabra,3,"[""management"",""change management"",""sap business application programming"",""service-oriented architecture"",""service level agreements"",""technical integration"",""sap demand management"",""production readiness"",""business continuity"",""strategic services"",""project evaluation"",""disaster recovery"",""demand management"",""sap supply chain"",""shared services"",""change control"",""supply chain"",""web service"",""production"",""control-m"",""iso 9000"",""sap sd"",""cobit"",""chain"",""agile"",""coso"",""wsdl"",""cmmi"",""sdlc"",""hpqc"",""f500"",""gui"",""sod"",""edi"",""etl"",""soa"",""cmm"",""uat"",""erp"",""sap"",""qa""]"
Ajanta Rath,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-25T11:31:41.175Z,Rig Enterprise App Pvt. Ltd.,2,"[""management"",""service oriented architecture"",""user acceptance testing"",""cascading style sheets"",""enterprise java beans"",""rational clear case"",""java server faces"",""sequence diagrams"",""mvc architecture"",""junit framework"",""version control"",""user interface"",""apache tomcat"",""web services"",""eclipse sdk"",""spring core"",""eclipse ide"",""data access"",""clear case"",""subversion"",""framework"",""java/j2ee"",""hibernate"",""servlets"",""node.js"",""testing"",""ext js"",""jquery"",""pl/sql"",""oracle"",""tomcat"",""spring"",""struts"",""junit"",""log4j"",""xslt"",""soap"",""jaxp"",""i18n"",""ajax"",""j2ee"",""svn"",""orm"",""mvc"",""dom"",""xsl"",""jms"",""soa"",""ejb"",""jsf"",""css"",""jsp"",""dao"",""sql"",""xml"",""java""]"
Siva Subramaayam,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-07T12:15:42.129Z,Rig Enterprise App Pvt. Ltd.,12,"[""quick test professional"",""user acceptance testing"",""functional testing"",""test director 7.6"",""asset management"",""java programming"",""sql server 2005"",""test procedures"",""purchase orders"",""quality center"",""test strategy"",""sql queries"",""subversion"",""sql server"",""archiving"",""workbench"",""licensing"",""workplace"",""databases"",""framework"",""training"",""selenium"",""asp.net"",""jenkins"",""firefox"",""windows"",""eclipse"",""testing"",""chrome"",""pl/sql"",""oracle"",""agile"",""soap"",""java"",""lss"",""ach"",""ie8"",""qtp"",""afe"",""svn"",""uat"",""xml"",""sql""]"
Eduardo Bores,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-24T07:39:44.350Z,Rig Enterprise App Pvt. Ltd.,1,"[""determination"",""scheduling"",""methodology"",""logistics invoice verification"",""material determination"",""variant configuration"",""invoice verification"",""electronic payments"",""service management"",""production support"",""system monitoring"",""scheduling tools"",""delivery process"",""sap supply chain"",""billing process"",""abap workbench"",""data migration"",""reconciliation"",""foreign trade"",""direct input"",""sap solution"",""acquisitions"",""supply chain"",""freightview"",""sales order"",""programming"",""sapscripts"",""automotive"",""production"",""ms project"",""automation"",""brazilian"",""fi module"",""workbench"",""screening"",""inventory"",""logistics"",""six sigma"",""sap abap"",""accounts"",""analysis"",""training"",""trading"",""sap r/3"",""testing"",""writing"",""storage"",""planned"",""vendors"",""sap crm"",""sap ecc"",""sap srm"",""billing"",""sap sd"",""asap"",""bapi"",""itil"",""eccn"",""rfid"",""abap"",""lis"",""tsw"",""etl"",""srm"",""ots"",""dts"",""crm"",""xml"",""mrp"",""edi"",""fi"",""sap""]"
JsFiftyThree Rigapsmail,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-31T12:03:13.641Z,Rig Enterprise App Pvt. Ltd.,3,"[""management"",""ibm websphere application server"",""human resources management"",""content management system"",""global asset management"",""microsoft visual studio"",""oracle weblogic server"",""crystal reports 8.5/9"",""ms sql 2005 platforms"",""ms access. platforms"",""weblogic workbench"",""ibm websphere ilog"",""sybase. platforms"",""java server faces"",""java web services"",""ibm websphere ide"",""macromedia flash"",""oracle soa suite"",""business objects"",""ms visual studio"",""javascript/ajax"",""java sun studio"",""weblogic portal"",""java com bridge"",""crystal reports"",""oracle spatial"",""gis java/j2ee"",""apache tomcat"",""bea weblogic"",""credit cards"",""mssql server"",""web services"",""jsp/servlets"",""oracle apps"",""google maps"",""ms sql 2005"",""lotus notes"",""remediation"",""open source"",""healthcare"",""xml oracle"",""oracle ebs"",""oracle soa"",""ca datacom"",""sybase ase"",""middleware"",""mainframes"",""sun studio"",""jdeveloper"",""mq series"",""websphere"",""jboss soa"",""jboss esb"",""control-m"",""core java"",""databases"",""ms visual"",""platforms"",""hibernate"",""java/j2ee"",""informix"",""ide wsad"",""jbuilder"",""xcelsius"",""intranet"",""mule esb"",""java api"",""com/dcom"",""weblogic"",""fortran"",""db2 udb"",""windows"",""solaris"",""harvest"",""filenet"",""actuate"",""node.js"",""eclipse"",""toplink"",""struts2"",""ibm pc"",""as/400"",""ibm mq"",""jasper"",""jquery"",""tomcat"",""apache"",""oracle"",""pl/sql"",""rdbms"",""rad 7"",""agile"",""html5"",""linux"",""t-sql"",""jboss"",""maven"",""swing"",""pl/1"",""wsdl"",""wsad"",""suse"",""ilog"",""ejbs"",""ejb3"",""css3"",""unix"",""ampl"",""birt"",""toad"",""perl"",""jdbc"",""j2ee"",""gui"",""gis"",""rup"",""soa"",""mdb"",""sdk"",""jni"",""com"",""mvc"",""api"",""poc"",""jsp"",""aix"",""gwt"",""xml"",""etl"",""db2"",""asp"",""ide"",""jsf"",""jms"",""sql"",""java"",""i2"",""c#"",""c""]"
